video,frame_count,width,height,question,answer,qid,type
6343797119,1875,640,360,how many people are in the video,seven,2,DC
3326899385,840,640,480,how does the girl react to the baby laughing,smiling,6,TC
9221037919,1645,640,360,what did the girl do when the lady place the coaster in front of her,touch the coaster,7,TC
6392843945,1320,640,360,what are the three people doing on the stage,performing,4,TC
8126562674,327,640,360,how is the man with black jacket play the game,press the keys,4,CH
5368243767,1679,640,1138,why did someone give the lady in a black vest flowers before she stood up,make an interview,1,CW
9645028313,1932,640,360,why are the men wearing helmet and gloves,working,0,CW
7581699054,964,640,360,why did the woman with black hair hold tightly to the kid near her before the kid sit on a pool noodle,keep her floating,0,CW
5558701375,2697,480,640,why is the girl carrying onto a bag,to put things,1,CW
3313957446,1035,640,480,do the man and the lady look comfortable when dancing in front of the crowd,yes,1,DB
5645441722,1350,640,360,how do the children feel while climbing the stairs,happy,7,TC
7585333734,1436,640,480,where are the people performing,on the streets,7,DL
5264432151,937,640,360,how does the boy show his affection to the baby,caress baby s head,4,CH
6202943622,1001,640,360,why did the baby in white lift up the pillow,entertain himself,6,CW
6780595444,1754,480,800,why is the man holding the baby on his lap,caressing and playing with baby,0,CW
5157086254,498,640,480,what are the ladies trying to do with the kids,help them move feet as trained,2,DO
3028745389,1194,640,480,how does the man play with his dog,hold and shake dog,4,CH
5714806362,1756,640,352,how many people are in the video,two,3,DC
2582245375,439,640,480,what is the man doing as the lady spin around herself,twirling her,5,TC
4021051256,2697,640,480,why did the lady in blue stand behind the man and the woman in purple as they read the script,witness,6,CW
12208961114,1358,640,360,where is this place,living room,8,DL
4862215227,1470,640,480,why did the lady put her hand on the baby s chest near the middle,support baby,7,CW
2858620424,2697,500,375,why did the man in blue fold his arms just after the man in the suit start talking,to listen to the man,2,CW
9394673735,898,640,480,why did the black pig wag its tail at the beginning of the video,excited,2,CW
8575257643,1607,640,360,is the boy a beginner in riding the tricycle,yes,3,DB
4164993093,1033,360,480,is the kid successful in closing the cup with the lid,yes,4,DB
6895784766,1334,640,480,are the children sharing the toy game or snatching from each other,sharing,6,DB
5680168187,1194,640,480,is the man in the sea playing a prank on the man on the boat,yes,0,DB
4140726680,1175,640,480,are the two kids siblings,yes,1,DB
5802161982,2697,640,480,what did the woman in white do after passing the knife to the man,walked away,2,TN
4800432556,731,640,480,why is the man going down with the baby down the slide,accompany the baby,4,CW
3033055753,2693,640,480,how did the lady make her voice louder,microphone,9,CH
5356516473,2022,640,480,what does the girl do after the lady in black takes a gift out from the bucket at the end,walk to receive it,11,TN
6981292292,1995,640,362,what is the boy doing as he sat in front of the table,playing with toys,6,TC
2562609358,2697,320,240,what does the man on the left do as the man in the middle turns the knobs at the start,shake his body,4,TC
3717997473,2268,640,480,what did the girl do before she jumped into the water in the middle of the video,hand gesture,3,TP
4623274444,664,640,360,what does the baby do after the lady puts the cloth on her face in the middle,laugh and pull it off,6,TN
4957662720,2697,640,360,what did the man in orange do after he pushed the machine back to the initial place at the end of the video,starts the machine again,8,TN
4953006058,1755,640,360,why does the man on the stage move from one part of the stage to another,performing,0,CW
8968804598,332,640,360,why are the first and third shirtless men raising their hands as they walk,holding dumbbells,6,CW
3687894772,1079,640,360,why did the baby keep dropping the ducks,clumsy,4,CW
5820247335,2697,640,360,was the white goat involved in the fight,no,2,DB
6027597248,2697,640,360,how do the adults along the hallway help guide the baby,help to push,9,CH
6786086812,1958,320,240,why does the cat run away after getting off the ground,playing with each other,4,CW
5358731431,1168,640,480,what did the girl do after the mascot touched its beak,kiss,6,TN
2958846173,1149,640,480,why did the person moved the empty can at the end of the video,adjust the position,9,CW
7533973826,536,640,360,what did the man do after the woman let go of the boy,stopped the bicycle,8,TN
4553964463,608,640,480,why does the man sing with a lot of hand gestures,to show his passion,0,CW
5633240388,861,480,352,what did the boy in navy blue do after he walked towards the direction he is pointing,walk back to camera,6,TN
4969723020,2045,640,480,why did the man with light blue jeans bend down in the middle of the video,pick up ball,12,CW
3454731708,1417,640,480,why does the big elephant in the forefront splash water on itself,cool down,7,CW
6154068154,2250,640,360,why are there a group of people sitting in front of the musical players,watch the music show,1,CW
8061498733,477,640,360,how many people are in the video,two,9,DC
3751822104,1417,640,480,how does the lady in brown rest her left hand in the middle of the video,on her hips,9,CH
2858674367,1199,500,375,why does the baby sit on the ground after crawling,tired,3,CW
3682464291,2609,640,480,what did the girl in yellow skirt do at the end of the video,clap,10,TC
7825933246,738,604,1072,how does the person help the baby in stripes stand up,holds his hands,2,CH
4016332158,569,640,480,what does the baby do after crawling for a while at the end,rest,5,TN
2576998446,2188,320,240,where is this video taken,living room,9,DL
10981207233,729,640,1138,why did the lady grab the boy s hands in the middle of the video,wash his hands,9,CW
2576998446,2188,320,240,how did the girl keeps her hair out of her face,clip her hair,7,CH
4530384295,1249,480,360,how many times did the grey hamster take the food out of its mouth,seventeen,6,DC
5599511471,852,640,360,where is this video taken,field,6,DL
6958143741,332,640,360,what did the man do after he finished reading the book,give book to the baby,8,TN
5289130217,1754,640,360,what did the person offer to the baby,banana,1,DO
4039930746,1095,640,480,why did the lady and the man squint their eyes outdoors,sun too bright,1,CW
5875638686,1050,640,480,what does the woman in grey do after turning backwards for a while at the start,look upward,6,TN
13945442936,950,640,360,is he trying to provide some sort of demonstration,yes,5,DB
5503778096,658,640,480,where is this video taken,bedroom,8,DL
3565236462,694,640,474,why is the man with brown jacket standing so close to the snake,catching snake,2,CW
2513642763,2697,640,480,is the man gentle with the baby,yes,3,DB
12398010263,4145,640,360,why did the small dog crawl on the big dog from the start of the video to the end,play,1,CW
5408572348,974,640,480,how does the girl in blue rub her nose at the end,with her sleeve,10,CH
4760962392,2697,640,480,how do the candles get blown out,blown,6,CH
3359322044,908,320,240,why are there so many plants around in the video,jungle,1,CW
8727748794,2053,640,480,how many children are there,four,8,DC
5645441722,1350,640,360,what is the color of the napkin oh the baby s neck,yellow,0,DO
13916908806,1804,640,1138,where is the parrot standing on the younger lady,on lady s arm,2,DL
7478064282,1172,640,360,how does the man in grey entertain the baby he is holding,looking after him,8,CH
9566614158,687,640,1138,how does the camera man ensure that he captures the photos from a good angle,moves to the right place,7,CH
5717777815,322,480,640,why did the lady behind the boy wear a scarf indoors,fashion,3,CW
2410686513,2643,640,480,are the members of audience shown in the video,no,8,DB
10981207233,729,640,1138,is the boy proficient at washing his own hands,no,3,DB
2966811190,1048,500,375,how did the boy stop skating at the end of the video,step off skateboard,2,CH
2676746482,1856,500,283,where is this place,park,8,DL
5609003294,1039,480,640,why does the dog start jumping again after he has stopped,cat paws at the dog,3,CW
7506103208,1284,640,360,are the actors performing in front of a audience or just rehearsing,performing,0,DB
6366910351,1440,640,360,why did the woman tap on the girl s head when she saw her playing with the branches,show affection,5,CW
2583337639,739,500,375,what did the man in black and brown do after the man in white removed his hand,arm wrestle,7,TN
7177667565,388,640,360,why did the man in orange let go of the scoop near the end,no more prawns,1,CW
5821807259,1740,640,480,what does the big white swan do as the third white duck walks pass it at the end,lick feathers,8,TC
11606895084,973,512,384,why does the girl gets shocked when the man walks toward her with the camera,surprised as camera too close,2,CW
7363189682,1008,640,360,how does the man rollerblading create momentum,bend his body forwards,5,CH
3052493751,663,500,375,what does the lady do after returning to the camera frame in the middle,dances,3,TN
2581312980,1455,640,480,why did the men start laughing halfway through the conversation,said something funny,7,CW
7995473880,462,640,360,is the girl entertained or bored by the pipes,entertained,4,DB
8691070916,1468,640,360,what is the man holding in his hand as he spoke in front of the audience,some paper,8,TC
5124781697,1013,640,360,where are the people hanging out,balcony,7,DL
2755895908,2070,640,480,why is the lady kneeling by the bed,talking to kids,0,CW
3878228533,2000,640,480,what are the people doing?,music performance,0,DO
5228892128,2600,640,360,why is the group of people in a room together,having a meeting,0,CW
5705939237,567,640,480,what activity is being carried out,performance,1,TC
4337269702,1512,640,360,why does one of the small cat approach the big cat at the end of the video,snuggle,4,CW
3778736548,2216,640,360,what does the boy in black shirt do while standing by the bed,eat the jelly,2,TC
10041199716,1945,640,360,why did the toddler cry the first time,older girl pushed toddler backward,1,CW
5503778096,658,640,480,why does the boy turn his head,baby hit face on boy s back,1,CW
3242157854,652,320,240,why does the girl point at something in between,direct attention to it,4,CW
6019828242,1470,640,480,is the man performing solo or in a band,solo,9,DB
6824723803,870,640,480,how did the lady direct the goats to go through the obstacle course,using the pail,1,CH
3253849626,625,640,480,what did the man in white shirt do after pointing at the start,walk away,6,TN
3445792822,707,640,480,what does the baby do after the red toy was hit the first time by the person,laugh,3,TN
3076015013,770,640,480,why is the boy crawling,trying to catch fishes,0,CW
11647929285,1662,640,360,is the room well lighted or very dim,dim,4,DB
3625293868,401,640,480,how did the guy who was skiing downwards balance himself using his legs,move them to vshape position,8,CH
7985491872,2697,640,480,why does the person standing on the grass wearing heavy clothing,army attire,0,CW
4487616974,2697,640,480,why does the boy with brown bib try to stand up at the end,try to grab book,9,CW
7008777887,1627,640,480,how is the robot being controlled,tap on the ipad,7,CH
3483499992,1422,640,480,why do the people form a circle and rotate around the spot,part of dance move,5,CW
2727920414,2028,500,375,where are the moses hanging out,forest,9,DL
5826071152,439,640,360,why did the baby hesitate before standing up,need to gain balance first,3,CW
4318261304,403,640,480,how did the dolphin splash the water at the beginning of the video,swing tail,8,CH
7062885187,1172,640,360,what do the fish do as the man is pressing them with his hands,swim around the man,3,TC
8748339924,490,640,480,what does the pig outside the fence do near the middle of the video,turn around,1,TC
7177950953,1830,640,360,what happens to the boat after it made a turn,speed up,0,TN
6296846645,1093,640,360,how does the boy get on the chair at the beginning of the video,climb,0,CH
4187293815,2040,640,360,what did the dog do after its ear moved in the middle of the video,opened its eyes,2,TN
4410543060,2550,640,480,why does the baby starts playing with the bowl after a while in the beginning,enjoy playing the bowl,2,CW
4149141971,1320,640,360,what did the lady do after walking to the rostrum at the start,change slides,4,TN
6068085283,1782,640,350,why does the woman show off her hand in the middle of the video,show the things in her hand,2,CW
6371732687,942,640,1138,why is the boy holding onto a water bottle,drinking,0,CW
6045513874,1318,640,480,what did the person do to the dog s nose when it jumped up and stood at the cage in the middle,touch nose,2,TC
5177974310,2420,640,360,how many people are involved in the video,two,10,DC
3799619778,2697,480,640,how do the dogs position their heads,through the holes of the door,6,TC
4308410480,2692,640,480,why did the boy in black wear a mask,playing attire,0,CW
8627085193,1168,640,360,what did the girl do after putting the bag on the green chair,take out clothes,5,TN
13974008375,1146,640,360,how did the girl reacted to the zipped blue jacket person s dancing,laugh,6,TC
3314671628,2697,640,428,what is the relationship between the man in black and the lady in white,couple,1,DO
6139961286,1034,640,360,are they driving on a paved or unpaved road,unpaved,9,DB
4513212069,917,640,480,what is the colour of the baby's clothes,blue,8,DO
13636674714,2373,640,360,what did the man do after he put his scissors down beside the package,unwrap packet,6,TN
2708580590,2085,320,240,how many people are on the float,two,8,DC
7018743865,762,640,360,how did the man place the white wire on the boat before he took out his phone,carefully,9,CH
4389577717,1241,640,480,what sort of performance is occuring,drama,0,DO
5820886415,1119,640,360,do the boys know how to fold the canvas,no,2,DB
4644208937,450,360,480,is the boy proficient at rock climbing,yes,2,DB
8015512212,2074,640,360,why does the woman put the hat on her head at the end of the video,hot sun,4,CW
3208857440,1624,640,480,what does the blonde girl do after the man passes her the shovel,throw the soil down,10,TN
11647012384,1038,640,360,what is the relationship between the boy and the man,parent offspring,8,DO
4164771532,756,640,360,why is the grass moving at the start even though no one touched it,wind blowing,0,CW
6255328560,360,640,480,how is the green shirt man protecting the climbing man,standing behind and supporting,2,CH
6127822568,1864,640,360,what did the man do after the boy took the ice cream form him,look down at boy,5,TN
2523413478,1146,320,240,why did the man in yellow hold on to the man in red on the vehicle when he drove past,get off the water,4,CW
8236032895,930,640,360,how many people are involved in the video,four,11,DC
9996338863,1817,640,480,why did the lady in black nod her head when she strums the guitar,enjoying the music,1,CW
11585784946,1380,640,360,what did the lady in grey do after the dog came down from the plank in the middle of the video,clap,9,TN
6194807654,2124,640,360,why did the woman stand facing the man in the middle of the video,listen to him,6,CW
3394576122,1961,640,360,how do the people sitting around the table know the choices of food available,refer to menu,2,CH
3104055504,2360,640,480,why does the man grab the hamster after it jump down form the table,put it on the table,2,CW
6055990354,2250,640,480,why is there rope on the cliff,for climbing,5,CW
3196912028,1368,640,480,why did the child in black in a bun yawn while she was colouring her piece of paper,tired,3,CW
4464727975,2471,640,480,why did the man point at the paper on the table in the middle of the video,ask baby look at certain part,3,CW
8483279367,876,640,360,how do the two men play their instruments,strum the string,2,CW
10129696053,372,640,360,why did the baby s hands touch the ground,fall,9,CW
2530259622,477,640,480,why were the kids waiting near a bench,not so hot there,2,CW
6023758564,2697,640,480,what is the man wearing,blue shirt,4,DO
4363130739,808,640,480,does the girl look confident while riding the pony,no,4,DB
9711642332,1206,640,360,why are the lady in blue and grey looking at the camera in the beginning of the video,pose,7,CW
11854356446,1161,640,480,what was the lady in skirt doing as the lady in jeans came to mop the floor,adjust sleeves,6,TC
13013989434,1421,640,360,why did the penguin on the extreme right look up nearing the end,look at bird,7,CW
5827678428,827,640,360,why is there big piles of mud in the area,obstacle,7,CW
3125769367,2492,640,480,why did the camera film the man s shoes nearing the middle,man points at it,5,CW
3304644092,928,640,480,why is the lady laughing continuously,having fun,8,CW
3711378974,1144,320,240,is the lady in grey jacket preparing food,yes,3,DB
5323209509,1149,640,480,why did the baby stand up after she unwrapped her present,ask others for help,4,CW
6422862927,350,640,360,how does the girl in pink react after she passes the bottle to the person,happy,4,CH
11019586455,847,640,360,why did the camera man film the stove top,to show the cake,7,CW
7478064282,1172,640,360,how do the people feel while hanging out with one another,happy,7,TC
13514394984,2667,640,360,is it dangerous for the short hair girl to jump down from the chair,yes,4,DB
5689282153,1273,640,480,is this a video played from the computer,yes,0,DB
4610034365,883,640,480,how did the lady at the drum pretended to play it,hit using sticks,6,CH
11505582875,1260,640,360,why are the men wearing animal costumes,performance,0,CW
5973140109,1350,640,480,how did the woman and man proceed to dance after receiving the toy monkey,elated,5,CH
5317259686,620,640,360,are the two men enjoying a conversation and company of each other,yes,4,DB
5795646653,1441,640,360,where are the people hanging out,hill,6,DL
4838398062,1131,320,240,how does the baby move from the speaker to the red cushion at the end,stand up,8,CH
5144319075,1198,568,320,how did the man support the baby as the baby walked,hold the baby s arms,1,CH
2918931832,898,320,240,why did the man in green speak to the audience after the man in red leave,communicating,0,CW
3382100305,927,640,480,why are the people clapping uniformly,celebrating the birthday,1,CW
8215074237,361,640,360,why does the girl with hair tied up point her finger after placing the game tile down,excited,2,CW
6783165377,1740,640,360,why is the boy in blue jacket wearing gloves,keep hands warm,0,CW
4804501313,330,640,480,how did the boy carry his belongings with him as he walked,in the backpack,9,CH
2622813876,915,640,480,what does the adult do after taking the bottle away from the baby at the end,scoop food with a spoon,3,TN
12423338764,495,640,1138,is the baby trying to move towards the ball,yes,2,DB
6895784766,1334,640,480,what did the girl do after passing the ball to the boy,clap,5,TN
6191564187,840,640,480,what does the woman do after poking the face of the baby at the end,take off bib,5,TN
4422951968,1230,640,480,how does the woman in white contains her laugh,covers her mouth,6,CH
5470917184,912,480,640,what does the girl do after reaching the camera,cry,5,TN
6198916549,2024,640,480,are the children at home or camping,camping,1,DB
4975841637,2640,320,240,how did the lady in pink scarf see clearly,wear glasses,1,DO
9132237408,1186,640,360,what season were the two men experiencing while they were outdoors,autumn,6,TC
2537654352,1221,320,240,how are the man in red and lady in grey moving on the pathway,skating,3,CH
9400537483,334,640,362,why does the toy robot move on the toy surface and not on the carpet,programmed,2,CW
4164993093,1033,360,480,why does the kid moves his tongue over the lips after taking a sip,lick the foam,2,CW
2436811248,2599,500,375,what does the boy do after looking at the laptop for a while in the middle,lie down,9,TN
2624654090,1069,320,240,what is the man looking at as he plays the guitar,the screen,11,TC
5554662027,1668,640,360,why cant the baby stand or walk on its own for a long time,new to walking,6,CW
10602702615,987,640,360,what does the lady in striped do after the candles are blown,clap,4,TN
5773250639,1122,480,640,how does the man keep the child on his lap before the child slides out of his grip,wrap his left hand around child,0,CH
5634780426,2250,320,240,is the man an experienced guitarist,yes,0,DB
6988184827,715,360,480,what was the man doing as the boy sat down in front of him in the middle of the video,push bottles in front,6,TC
4904919958,2697,640,480,what does the man in black and white coat do after the other two men move backwards,clap hands,8,TN
3508141028,1522,640,480,why is there a pink hair band placed on the girl s head for,keep her hair tidy,2,CW
11919433184,3374,640,360,how did the lady indicate the girl to pick up the ball in the middle,push her at the back,12,CH
3594663176,1545,640,480,why did both dogs end up with their bodies on the ground in the middle of the video,lie down,9,CW
4980609686,1120,640,480,why are the men wearing caps,protect from sun,3,CW
5078587012,515,320,240,how did the man reacted when the boy moved the man s hand away at the end of the video,pointing,1,TC
5356516473,2022,640,480,what the man in grey doing,holding the girl,8,TC
6227194818,2070,640,480,why did the man in green put his hand over the baby s head,block the sun,0,CW
3434972730,570,640,480,where are these geese strolling,near the lake,0,CW
4502270636,386,640,480,why is the man in formal swinging is body,dancing,10,CW
2794976541,1588,640,480,is the dog being trained for going through obstacle,yes,5,DB
9780803324,2117,640,360,why did nt the kid paddle instead of walking the bike,no paddle,1,CW
8050371010,1230,640,480,why does the man hold the shoulder of the baby in the middle of the video,support baby,2,CW
5873013017,1511,640,480,what is the color of slide in the pool,blue,10,DO
5264007854,577,640,360,is the woman telling the men what to do for filming,yes,4,DB
6907849840,516,640,360,why does the woman on the left open her arms at the end of the video,try to move,4,CW
3865085471,1427,360,480,why is the baby holding on to the boy s butt throughout the video,keep the baby still,1,CW
4443349080,1550,640,360,why does the boy throw the ball on the ground again after picking it up,to kick ball,7,CW
4974173680,1517,640,360,why does the train engine continue to move back after the first red carriage is linked to it,link the rest of the carriages,4,CW
6061530960,2158,640,360,why is the man in green touching the guitar and turning the knobs,adjusting the sound,1,CW
6196496113,2697,640,480,where are the turtle and the dog playing,in the garden,10,DL
2858674367,1199,500,375,how does the lady in the bikini protect the child when the child initially walks on the brown grass,hold from behind,4,TC
4042316957,1202,640,480,where are the people hanging out,swimming pool,7,DL
4186550878,1289,640,360,why did the boy bow shyly to the audience after playing the piece,thank audience,5,CW
8630772610,1605,640,360,what animal is shown in the video,tiger,0,DO
3207722621,538,640,480,why are the dogs lying on a pillow,resting,1,CW
2735742477,960,640,480,how did the lady bring the girl in pink to play with the balloon,hold her hands,8,CH
8727748794,2053,640,480,why did the girl in blue sit up in the middle of the video,move green toy aside,2,CW
3390247475,857,384,288,where is the video taking place,office,0,DL
2468328940,882,500,375,where are the people hanging out,restaurant,5,DL
3522761604,2272,640,480,why do everyone focus on the boy,star of the event,4,CW
8260718865,1230,640,480,what does the man in patterned shirt do after he lets go of the microphone,play guitar,6,TN
8307248068,1678,640,360,what is the occasion that they are celebrating,christmas,4,DO
9770697904,2325,640,360,what is held by the performers in the performance,stick,1,DO
7437836140,612,640,360,did anyone get on the plane,no,1,DB
8549638298,729,640,480,is the dog domesticated or wild,domesticated,4,DB
2922262003,505,500,333,how does the man keep the baby entertained,shake baby,3,CH
3807857669,933,640,480,why did the man kiss the woman near the beginning of the video in the middle of their dance,love,5,CW
6078113613,2176,640,480,why did the boy hold on to the woman s fingers,for support,10,CW
5278313911,1096,640,480,does the boy like the food,yes,4,DB
8488946514,1825,640,360,how did the lady wearing black kept track of her reading,pointed her reading with pencil,2,CH
3603780993,2610,480,360,what does the dog do after putting the plush away at the start of the video,lies down,6,TN
5387288470,975,640,360,why did the lady in brown scarf clap at the start of the video,get dog to follow her,1,CW
2615323477,2325,640,480,why did the man in purple carry the man in stripes together with the boy in stripes up near the end,fun,4,CW
5005615246,624,640,360,how many people are there,two,5,DC
6811493102,1052,640,480,how did the dog react before the child throws the ball for fetch,steals the ball and goes away,9,TP
4828544178,345,640,480,is this place near the sea,yes,3,DB
3468317018,1764,640,480,why did the dog sniff the lady s left hand when she is talking and holding her hand close,get familiar with lady,9,CW
5895320023,1183,640,1138,how does the dog react after the balloon is popped,afraid,8,TN
4379169063,742,640,480,why does the cat put its paw on the lady s arm at the beginning of the video,touching her clothes,1,CW
2594144360,1091,640,480,why is the lady in green taking a video of the scene with her camera,wants to keep memory,6,CW
7357334560,2656,640,360,why is the lady in black lean forward sometimes,play the piano,2,CW
8614946329,2697,640,480,where did the man put his hands when he was listening to the lady,pockets,5,TC
3824469712,971,320,240,why is the boy moving the wheels of the toy structure,pretending to drive,10,CW
5398783151,1334,640,480,how does the man eventually move his car forwards without hurting the deers,drive when the deers move away,2,CH
8114822441,1049,640,480,are the puppies playing with one another or fighting,playing,0,DB
8729940626,1680,640,360,why was the boy in orange on the floor nearing the end at the yellow spot,sit down,8,CW
6273514577,2236,640,360,why is there a white tag around the baby s wrist,baby is in hospital,4,CW
9615822553,1530,640,360,how many people went on stage,two,9,DC
6434469849,486,640,384,how does the dog interact with the baby,lick the baby,9,CH
13693908355,717,640,360,what do the ladies do as the man is filming,follow behind him,2,TC
2399505725,1366,496,370,what is the other dog searching for in the field by the end,another bottle,3,TC
5231353095,982,568,320,what activity is being carried out,singing,4,TC
9251779370,378,640,480,where is this video taken,restaurant,5,DL
3676488640,2430,480,640,why did the baby hit the table after sitting on the feeding chair for some time,bored,0,CW
2776980258,1631,500,375,how does the man in black shirt clean the bullets on the floor at the end,sweep them,6,CH
5348154608,983,640,360,what did the man do when the lady carried the baby,sit down,6,TC
2514339576,410,640,480,how did the lady on the bed made herself comfortable,lie down,8,CH
7383417060,756,640,362,why did the man wear sunglasses,sunny,1,CW
7976269039,1561,640,360,what happens to the machine after the man points at the machine,start moving,6,TN
2873946707,1051,640,480,what did the priest do after the couple has finished reciting,walk over to them,5,TN
6127822568,1864,640,360,what did the boy do after he stained the ice cream on his finger,continue eating,6,TN
5807111717,987,640,360,why did the woman standing behind the table bend down,take food,10,CW
4812728709,1859,640,480,how did the man in blue move in the direction he desired,use paddle,6,CH
4457288887,1133,640,480,what is the cat doing on the ledge,relaxing,0,TC
2811672042,679,320,240,are the people profiicient in what they are doing,yes,3,DB
8296661464,901,640,480,how does the dog react when the person in pink walks away,jump and bark,1,TC
5563273949,752,640,1138,why is the kid lying upside down on the mat,falling on his back,3,CW
2530259622,477,640,480,is there any relationship between the three kids,friend,0,DO
5689183923,1235,640,360,where could this be happening,pavement,9,DL
5465483933,706,640,480,what did the man in suit do to the woman in white before they walked away at the end,kiss her,2,TP
5435698223,450,640,480,where is this place,ski place,7,DL
6391532457,607,640,360,why did the boy hold on tightly to the toy,push toy,3,CW
8361774768,1108,640,360,how do the people stay warm indoors,wear heavy clothing,3,DO
4964516093,1641,640,480,where is this happening,house,10,DL
6289398891,642,640,384,why did the girl move her head towards the cupcake,blow candle,2,CW
3730211355,2180,640,480,what did the cat do after the girl climbed onto the bed,moves away,9,TN
5344827356,1099,640,480,why did they stop moving towards the end,stuck in snow,2,CW
2560182341,1391,320,240,how does the lady move the hammock,with her leg,0,CH
4523529328,1854,640,480,what is the relation between the man and kid,parent offspring,3,DO
3702189213,432,640,480,judging by the environment is the dog domesticated or in the wild,domesticated,4,DB
4999665957,1773,640,360,why are there two cakes prepared for the celebration,two birthdays,0,CW
8591475462,2450,640,362,what is the relationship between the boy and the girl,siblings,5,DO
5356516473,2022,640,480,what does the lady in plaid shirt do after standing for a while at the start,kneel down,0,TN
4747203885,1732,640,480,why did the ladies in red walk forward after the middle,open the wine bottles,12,CW
5677965125,904,640,360,what was the white dog doing as the boy ran towards the man,running,9,TC
8501327333,2160,640,360,are the musicians confident performing on stage,yes,5,DB
3146459116,1189,640,480,why does the car move away from the baby,someone remote controlling to play,3,CW
3485644822,1350,640,480,why is the lady in red taking out the paper wrapper,opening it,1,CW
6796612168,1272,640,424,why did the man in navy blue moved around in the video,walk,0,CW
4573724995,2069,640,360,how does the person presenting the certificates receive the certificate,from two girls,6,CH
3213187068,1074,640,480,why is there so much snow on the baby s shoes,snow stuck on shoe,1,CW
2687160943,1565,320,240,what was the girl doing with the marker when she sat on the chair,sketching on the laptop and table,6,TC
6384706009,1633,640,360,what was the boy in yellow doing before he cycled off near the middle,staring at girl,0,TP
2670179772,1860,640,480,what did the boy do after the girl moved the toy away the first time,try to move the baby,5,TN
4408638205,2187,640,480,where is this happening,river bank,11,DL
5195499267,353,640,360,how many people were filmed skiing,one,8,DC
2512546598,358,320,240,why did the man in blue walk away after ending the activity,keep a safet distance for others,5,CW
5524795960,345,640,360,how is the cat able to eat food from the baby s hand,reach towards baby s hand,5,CH
3855730364,459,640,480,what does one dolphin do after the other two in the opposit direction swim past it,change direction,7,TN
4494886746,355,640,480,how does the lady in white interact with the kangaroo,put out her hands,0,CH
6663748603,1945,640,360,what does the man in red do as he reads the book,talking,1,TC
8062483459,435,640,480,why is the man in blue holding a whip,cut the stick,1,CW
5153854160,2265,640,480,what test is happening,time for laptop to start,8,TC
8356440828,1843,640,480,why did the lady run into the shore towards the 2 guys,join them to play in waters,3,CW
3925635978,999,640,480,what does the woman on the right do after leaning forwards at the start,tap paper on table,5,TN
2643443060,459,640,480,how does the baby get a piece of the pancake,tearing a piece out,5,CH
5954391577,392,640,360,why was there a ball that flew up to the sky,guy in black kicked,1,CW
8670554760,332,640,360,why is the man in yellow holding a long stick,ice hockey player,8,CW
6200966292,1455,640,360,what did the girl do after walking away the first time,walk back,8,TN
6709738709,2072,640,360,was the cat sleepy near the end of the video,yes,10,DB
13197492975,1395,640,360,what does the girl do after turning over at the start,pat dog s head,2,TN
3252591972,2424,640,480,why did the man reach for the red cloth after patting it,cover the surface,1,CW
7495147322,339,640,360,why are the people wearing lifevests,boat surfing,0,CW
7420570576,469,640,480,why did the lady pull the rope downwards after hanging the bottle,tightening the rope,7,CW
5108643917,330,640,480,where is this video taken,indoors,5,DL
4516647839,1656,640,480,how many people are involved in the video,two,9,DC
2471845614,1670,640,480,what does the blonde female on the left do after the mc speaks somthing at the start,take photo,6,TN
6912307875,1180,640,360,what did the girl do after climbing down to the middle of the pathway,pick up food,2,TN
3721832045,1411,320,240,why did the lady hold up a cup,get bird to drink water,6,CW
8072793932,1455,640,360,what are the kids squeezing,the tubes,0,DO
2774585614,479,500,375,does the fish have enough space to swim,yes,8,DB
3736642934,937,640,360,how does the woman positioned in the train sit,lean head on her right,5,DO
4470914403,1402,480,640,why was the man looking downwards at the end of the video,looking at the baby,5,CW
13970738822,2362,640,360,did the girl in black splash back after the girl in blue splashed water towards her,no,6,TN
5306491665,594,640,480,why does the boy point at the sticker on the baby s jacket in the middle of the video,attracted by it,3,CW
2625491104,389,500,375,why was there a long red rope on the shore,to hold the canoe,4,CW
4316096248,2118,480,640,what did the groom do with the napkin,pass to waiter,4,TC
6608207333,2697,640,1138,what does the lady at the back doing as the girl sings,hit the drums,7,TC
10793023296,1064,640,360,why did the man with tied hair hit the ball after the boy in black tries to pass,to defend his team,3,CW
4759925924,794,640,360,why did the man in white walked towards the man in black at the end of the video,to hit man in black s back,11,CW
10542271055,602,640,360,how did the boy protect his eyes from the sun,sunglasses,0,DO
4315752565,1188,640,480,how did the dog interact with the toy,try to pull out,5,CH
8356440828,1843,640,480,what does the woman do as the guy in red shorts walks towards her,jumps up,7,TC
13680321515,878,640,360,where is this place,ski field,10,DL
5759653927,2105,640,480,how does the man in blue and white react when the man in spectacles hesitates with his beat,laughs,6,TC
5196319657,461,640,360,where is this activity taking place,park,8,DL
5459684550,1272,640,480,how many people are playing the guitar,one,5,DC
2799541462,1181,640,480,why are there flashes seen throughout the whole video,take photo,0,CW
8994022703,1002,640,480,is the lady wearing a hat while looking at her phone,no,6,DB
3417999933,2340,320,240,what happens to the large trolley after the man stops moving his hand,stop moving,9,TN
5882303714,2697,640,360,what does the man in black jacket do as the man in uniform was speaking,stand beside,2,TC
5561006511,530,640,360,what did the baby do after he put his hand into the water near the end of the video,splashing himself,5,TN
3565727684,748,640,480,why did the girls moved back at the end of the video,scared by monkey,8,CW
